timestamp_et,fipsCode,countyName,stateAbbr,hour_idx,in_event_window,posicion_x,posicion_y,severity_tier,customersTracked,outageCount,P_t,N_t,D_t,R_t,osi,osi_lag1h,osi_lag6h,osi_lag24h,osi_lag48h,osi_target_t01h,osi_target_t06h,osi_target_t24h,osi_target_t48h,gust,wind_speed_10m,t2m,d2m,r2,mslma,sp,tp,rain,csnow,sdwe,blh,tcc,soil_moist,exc
2031-01-01 00:00:00,100001,Simulated County 001 (SIM-A),SIM-A,0,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.013072991817326029,8.153408493864195,5.259733380697166,273.34936715666,268.21304336329433,63.968706744582356,1015.0646003777813,1000.2563889224509,0.13029471640704549,0.07312574412049437,0.05716897228655113,0.0005716897228655113,360.31499722730877,14.02177571201756,0.18039773455234495,0.0
2031-01-01 01:00:00,100001,Simulated County 001 (SIM-A),SIM-A,1,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.03106566325799482,8.396966045469126,5.416851447976804,274.1905905638205,269.6449571953894,75.1115397624414,1014.4416942691443,999.6334828138139,0.0,0.0,0.0,0.0005716897228655113,330.5521415813937,16.543591737028397,0.17912146473660662,0.0
2031-01-01 02:00:00,100001,Simulated County 001 (SIM-A),SIM-A,2,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.05590888514120052,9.479838654171425,6.115408525218833,274.6728353829456,270.38318278311107,73.03097628756421,1015.6601075212752,1000.8518960659449,0.12977833551784565,0.12977833551784565,0.0,0.0005716897228655113,342.0789633357316,31.68552542183808,0.17973193037450647,0.0
2031-01-01 03:00:00,100001,Simulated County 001 (SIM-A),SIM-A,3,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.09119835461695479,9.09766771826361,5.868871481203521,276.6820572977741,274.10153627911393,83.89504402327236,1013.9199339072944,999.111722451964,0.018574945103987755,0.018574945103987755,0.0,0.0005716897228655113,403.20895984184926,24.285588163917556,0.17790968092804305,0.0
2031-01-01 04:00:00,100001,Simulated County 001 (SIM-A),SIM-A,4,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.11297609355187549,11.65335395750916,7.517535133130699,277.126106766769,271.3420089525366,72.45890155611123,1014.6660061690167,999.8577947136863,0.033118717683665554,0.033118717683665554,0.0,0.0005716897228655113,274.9359801777465,40.50278080635627,0.16565077321512842,0.0
2031-01-01 05:00:00,100001,Simulated County 001 (SIM-A),SIM-A,5,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.14449690496257075,11.831128151155891,7.632216601777082,276.4527778092546,273.2474072791957,79.43464807576304,1014.5209005772133,999.7126891218829,0.0,0.0,0.0,0.0005716897228655113,436.8564169729196,27.487946998129086,0.17492759834661187,0.0
2031-01-01 06:00:00,100001,Simulated County 001 (SIM-A),SIM-A,6,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.15938063561232782,11.079237522420552,7.147174764173979,277.8275699830705,273.5155011198403,62.585831099112056,1014.9479409107889,1000.1397294554586,0.0,0.0,0.0,0.0005716897228655113,445.2316329761004,14.536928611207165,0.18926742184796197,0.0
2031-01-01 07:00:00,100001,Simulated County 001 (SIM-A),SIM-A,7,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.17667927094486963,12.250468253621257,7.902731336376959,278.15721097930793,273.3581072009517,67.49784435109568,1015.2036622069007,1000.3954507515704,0.0,0.0,0.0,0.0005716897228655113,384.93440600128326,19.874339109782664,0.16647425430791496,0.0
2031-01-01 08:00:00,100001,Simulated County 001 (SIM-A),SIM-A,8,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.1840427880157288,11.159089957603692,7.198687272001691,279.6455757916219,275.0486431706407,62.30470177197371,1014.168290643872,999.3600791885416,0.19597346498436838,0.19597346498436838,0.0,0.0005716897228655113,251.15843807298074,8.028252259064878,0.17830835840847353,0.0
2031-01-01 09:00:00,100001,Simulated County 001 (SIM-A),SIM-A,9,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.1794904254489296,9.090174175612649,5.864037424814638,281.0177901269004,275.25541248811834,52.46038753328665,1015.5464024868633,1000.7381910315329,0.0,0.0,0.0,0.0005716897228655113,340.2164699152242,28.162436591867973,0.1720649596464735,0.0
2031-01-01 10:00:00,100001,Simulated County 001 (SIM-A),SIM-A,10,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.18062005405050177,9.942509869561967,6.413875999000957,282.18761378767067,279.59385782799046,54.008219126328534,1015.0076764751739,1000.1994650198435,0.0,0.0,0.0,0.0005716897228655113,473.97674604125706,28.54153742876636,0.18144970085816292,0.0
2031-01-01 11:00:00,100001,Simulated County 001 (SIM-A),SIM-A,11,False,2.32186814566789,3.121046326462724,3,244027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.17867120070318887,7.625814461863808,4.919384440292995,281.4262530025101,277.39284204872234,55.96822374274758,1013.431446916354,998.6232354610237,0.0025516880169647992,0.0025516880169647992,0.0,0.0005716897228655113,233.3246569556005,26.67051062146037,0.17654206202108363,0.0
